,department,function,industry,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,minimum_salary_grp,maximum_salary_grp,company_profile_length,description_length,requirements_length,benefits_length,dominant_topic
13974,0,0,1,0,0,0,5,0,0,-1,-1,-0.7072383269683896,-0.3548189727905055,-0.7966753918030385,-0.533685011003553,22
14692,0,1,1,0,1,0,5,6,0,-1,-1,1.078962213229296,-0.05948736557072183,-0.44016324904240617,-0.533685011003553,29
7498,1,1,1,0,1,0,4,5,9,-1,-1,0.39738569131175805,-0.7870115687218963,-0.3411320982755639,-0.2220351189473728,3
6398,0,1,1,0,1,1,4,4,5,-1,-1,-0.7424922849986071,-0.07389378543510151,-0.7966753918030385,-0.3605461820834529,23
4731,1,1,1,0,0,1,5,0,9,-1,-1,-1.083280545957376,-0.36922539265488524,-0.10345733643514239,-0.20472123605536277,29
11105,0,1,1,0,1,0,5,4,5,-1,-1,-0.072667082424475,-0.08830020529948121,0.1639267706353318,-0.533685011003553,23
11377,1,1,1,0,1,0,5,3,1,-1,-1,1.6665281803995873,-0.05948736557072183,0.23324857617212139,-0.533685011003553,29
8214,1,1,1,0,1,1,4,2,0,-1,-1,2.3246020636303135,-0.16033230462137968,-0.43026013396572194,3.1022303963185496,10
15321,0,1,1,0,1,1,5,3,12,-1,-1,0.738173952270527,0.559988688597605,0.3619890721690164,0.2454397191368976,21
9716,0,0,1,0,1,1,3,0,9,-1,-1,-0.9657673525233178,-1.0031078666875917,-0.6184193204227223,-0.481743362327523,25
586,0,1,1,0,0,1,0,3,0,-1,-1,0.11535402707001821,-0.17473872448575936,0.07479873494517372,1.6651781162817187,29
1335,0,1,1,1,1,0,5,5,1,2,1,-0.15492631782831578,3.751010688557707,1.8771656789017035,-0.533685011003553,21
7760,1,1,0,0,0,0,0,0,9,-1,-1,-1.083280545957376,-1.0391239163485408,0.5996638340094379,-0.3432322991914429,26
15821,0,0,1,0,1,0,5,5,0,-1,-1,0.009592152979365776,-0.23236440394327815,0.20353923094206872,-0.533685011003553,28
4180,0,0,0,0,1,0,4,0,0,-1,-1,0.5736554814628454,-0.333209342993936,0.3421828420156479,-0.533685011003553,4
7657,0,1,0,1,0,0,0,4,2,-1,-1,-1.083280545957376,-0.5565088508918212,-0.5590006299626169,-0.533685011003553,6
4652,0,1,1,0,1,1,5,4,5,-1,-1,0.45614228802878715,-0.4772735416377329,-0.6976442410361962,-0.49905724521953304,24
10389,0,0,1,0,1,1,3,0,9,-1,-1,-0.9657673525233178,-1.0031078666875917,-0.6184193204227223,-0.481743362327523,25
1261,1,1,1,0,1,1,1,0,0,-1,-1,0.17411062378704734,-0.9959046567554019,-0.44016324904240617,0.5570896111930779,18
5089,0,1,1,0,1,0,5,5,9,-1,-1,-0.3782013853530265,0.7976946163598699,0.054992504791805265,-0.533685011003553,11
12131,1,0,0,0,1,0,0,0,0,-1,-1,-0.9187620751496944,0.37270523036066894,-0.7966753918030385,-0.533685011003553,21
3583,0,0,0,0,1,0,0,0,0,-1,-1,1.1729727679765425,-0.7870115687218963,-0.004426185668300106,-0.533685011003553,29
11636,0,1,1,0,1,1,5,4,8,1,1,-0.9070107558062886,-0.563712060824011,-0.18268225704861624,0.3839507822729777,10
9571,0,1,1,0,1,0,5,4,5,-1,-1,2.6771416439324884,-0.07389378543510151,-0.5887099751926697,1.9941418912299091,8
6710,1,1,1,0,0,0,5,0,0,-1,-1,0.4208883299985697,-0.13872267482481013,0.5006326832425956,0.020359241540767407,21
8926,1,1,1,0,1,0,5,5,9,-1,-1,0.31512645590791727,1.25870005202002,0.9462728616933859,1.1457616295214184,27
5817,0,0,1,1,1,1,3,0,0,-1,-1,-0.3899527046964323,-0.6717602098068588,-0.7966753918030385,0.07230089021679745,4
14189,0,1,1,0,1,0,5,5,12,-1,-1,-1.083280545957376,-0.08109699536729137,0.6986949847762801,1.6651781162817187,29
3621,0,1,1,0,1,0,5,5,9,-1,-1,-0.10792104045469249,-0.32600613306174614,0.005476929408384123,1.5266670531456388,11
4560,1,0,0,1,1,1,0,0,0,-1,-1,1.0554595745424844,0.40872128002161817,0.3718921872457006,-0.1181518215953127,21
4133,0,1,1,0,1,0,0,1,1,-1,-1,0.35038041393813474,-0.5132895912986821,-0.20248848720198467,1.2669588097654885,28
9419,1,1,1,0,1,0,5,5,9,3,2,0.9732003391386435,-0.3620221827226954,0.5006326832425956,-0.533685011003553,20
5572,0,0,0,0,0,0,0,0,0,-1,-1,-1.083280545957376,-0.15312909468918984,-0.5094850545791958,0.2973813678129276,5
7207,0,1,1,0,0,0,0,0,0,-1,-1,-1.083280545957376,0.30067313103877047,-0.2421009475087216,0.08961477310880746,26
11740,0,1,1,0,1,1,5,1,9,0,0,-0.883508117119477,-0.707776259467808,-0.29161652289214274,0.5397757283010678,15
7419,1,0,0,0,1,1,0,0,0,-1,-1,0.04484611100958325,-0.9382789772978831,-0.33122898319887967,-0.533685011003553,29
7989,1,1,1,0,1,1,5,5,9,-1,-1,3.029681224234663,0.30067313103877047,-0.4797757093491431,1.2323310439814685,22
2685,1,1,0,0,0,0,0,0,0,-1,-1,-0.16667763717172163,-0.32600613306174614,-0.2520040625854058,-0.23934900183938282,29
15502,1,1,0,0,1,0,0,0,0,-1,-1,-0.4604606207568673,0.20703140192030248,-0.13316668166519507,0.4878340796250378,29
11267,0,0,0,0,0,0,5,0,5,-1,-1,0.18586194313045318,0.11338967280183448,-0.2123916022786689,-0.39517394786747295,3
6635,0,0,0,0,0,0,0,0,0,-1,-1,-1.083280545957376,0.9921812845289957,0.07479873494517372,-0.533685011003553,3
13956,0,0,1,0,1,1,3,0,9,-1,-1,-0.9657673525233178,-0.9959046567554019,-0.6184193204227223,-0.481743362327523,25
292,0,0,1,0,1,1,3,0,9,-1,-1,-0.9657673525233178,-1.0031078666875917,-0.6184193204227223,-0.481743362327523,25
12891,0,0,1,0,1,1,1,1,9,-1,-1,-0.11967235979809832,-0.4772735416377329,0.15402365555864755,0.10692865600081748,21
5798,0,1,1,0,1,1,2,2,9,-1,-1,-0.9305133944931003,-0.9022629276369338,-0.5094850545791958,-0.533685011003553,7
13905,0,1,1,0,1,1,5,1,0,-1,-1,-1.083280545957376,-0.3548189727905055,0.5996638340094379,-0.3432322991914429,28
15979,1,0,1,0,1,0,5,6,0,-1,-1,0.5736554814628454,0.35829881049628926,-0.05394176105172125,-0.533685011003553,29
3004,0,0,1,0,0,0,5,0,0,-1,-1,-0.7072383269683896,-0.05228415563853198,-0.7966753918030385,-0.533685011003553,22
7814,1,1,1,0,1,0,5,5,9,-1,-1,0.31512645590791727,1.25870005202002,0.9462728616933859,1.1457616295214184,27
12854,0,0,0,0,0,0,3,5,0,-1,-1,-1.083280545957376,-0.18914514435013907,-0.3708414435056166,-0.533685011003553,11
9128,0,0,0,0,1,1,0,0,0,-1,-1,-0.5192172174738964,-0.145925884757,-0.7966753918030385,-0.533685011003553,4
9319,0,1,1,0,1,0,4,4,5,-1,-1,-0.072667082424475,-0.2755836635364172,-0.044038645975037025,-0.533685011003553,3
9325,1,1,1,0,1,1,4,1,5,-1,-1,1.0319569358556726,-0.5276960111630619,-0.12326356658851086,-0.06621017291928266,3
8886,1,1,1,0,0,0,5,5,9,1,1,-1.083280545957376,0.005341523818986789,0.24315169124880562,-0.13546570448732273,29
963,1,1,1,0,1,1,5,3,0,-1,-1,-0.15492631782831578,-0.9310757673656932,-0.23219783243203737,-0.533685011003553,3
5964,0,0,1,0,0,0,5,4,0,-1,-1,-1.083280545957376,0.30787634097096034,-0.7966753918030385,-0.533685011003553,21
16477,1,0,0,0,1,1,0,0,0,-1,-1,1.4432531128748765,-0.707776259467808,-0.7966753918030385,-0.533685011003553,7
15523,1,1,1,0,0,0,5,7,11,3,3,-1.083280545957376,1.8565664763917773,0.12431431032859487,0.2973813678129276,21
15221,0,0,1,0,1,0,3,0,9,-1,-1,-0.9657673525233178,-1.0967495958060598,-0.6382255505760908,-0.481743362327523,25
15683,0,1,1,0,1,1,5,5,0,-1,-1,-0.17842895651512744,-0.36922539265488524,-0.12326356658851086,0.9033672690332782,29
10488,1,1,1,0,1,0,5,1,9,-1,-1,0.23286722050407646,-0.2755836635364172,-0.3114227530455112,1.4747254044696088,26
13702,0,0,0,0,1,0,0,0,0,-1,-1,-0.6014764528777372,-0.39083502245145474,0.14412054048196332,-0.533685011003553,11
15253,0,1,1,0,1,0,5,3,9,-1,-1,-0.8012488817156362,-0.895059717704744,0.46102022293585865,-0.3605461820834529,21
6382,0,0,0,0,0,0,3,0,0,-1,-1,1.2199780453501659,-0.3836318125192649,-0.7966753918030385,-0.533685011003553,11
12850,0,1,1,0,1,1,5,1,5,-1,-1,0.7851792296441503,-0.5276960111630619,-0.48967882442582733,-0.533685011003553,3
11269,0,1,1,0,1,1,5,3,9,2,3,0.9144437424216144,-0.3836318125192649,1.0552071275369124,3.17148592788659,0
5928,1,1,1,0,1,1,5,5,9,-1,-1,0.26812117853429396,0.10618646286964464,-0.6085162053460381,-0.533685011003553,11
13562,0,0,1,0,1,1,3,0,0,-1,-1,-0.13142367914150413,-1.0391239163485408,-0.7174504711895646,-0.533685011003553,26
9153,0,1,1,0,1,0,5,0,9,-1,-1,0.7616765909573386,0.5455822687332252,-0.5887099751926697,0.17618418756885754,8
15229,1,1,1,0,1,1,5,3,9,-1,-1,0.15060798510023568,1.0354005441221348,-0.06384487612840548,-0.06621017291928266,16
14879,1,1,1,0,1,1,5,4,5,-1,-1,1.2552320033803834,-0.045080945706342135,-0.6184193204227223,0.22812583624488758,3
10865,1,1,1,0,1,1,5,5,0,-1,-1,-0.049164443737663356,0.6104111581229339,-0.2520040625854058,-0.533685011003553,21
15228,1,1,0,0,1,1,5,1,0,-1,-1,-0.16667763717172163,2.0726627743574726,0.9660790918467543,0.05498700732478744,21
5031,0,0,1,0,0,0,5,0,0,-1,-1,-1.083280545957376,0.12059288273402433,-0.7966753918030385,-0.533685011003553,7
8187,1,1,1,0,1,1,5,4,9,2,1,0.7264226329271212,-0.145925884757,-0.36093832842893236,0.17618418756885754,22
4533,0,1,1,0,1,1,3,1,0,-1,-1,0.6559147168666862,0.29346992110658066,-0.11336045151182662,-0.533685011003553,29
10068,1,0,0,0,1,1,5,0,0,-1,-1,-0.5544711755041138,-0.5421024310274415,-0.07374799120508971,0.05498700732478744,2
9720,0,0,1,0,1,0,3,0,9,-1,-1,-0.9657673525233178,-1.0391239163485408,-0.5986130902693538,-0.481743362327523,25
16564,0,0,0,0,1,1,0,0,0,-1,-1,-0.9305133944931003,-1.0031078666875917,-0.7966753918030385,-0.533685011003553,9
1711,1,1,1,0,1,0,5,5,9,-1,-1,-0.17842895651512744,-0.49167996150211263,0.18373300078870025,0.12424253889282749,26
7119,0,1,1,0,1,0,5,4,1,-1,-1,0.6559147168666862,1.26590326195221,-0.39064767365898506,0.8687395032492582,6
5618,1,1,1,0,1,0,5,0,0,-1,-1,-0.09616972111128666,0.3655020204284791,-0.22229471735535314,1.5959225847136789,0
16013,0,1,1,0,1,0,5,5,9,-1,-1,-0.4604606207568673,0.25025066151344155,0.5402451435493325,1.3189004584415185,11
9410,0,1,1,0,1,0,5,3,9,1,1,0.197613262473859,0.20703140192030248,-0.5490975148859327,0.5397757283010678,28
8351,0,1,1,0,1,1,5,1,9,2,3,-0.7777462430288246,0.6320207879195034,-0.7075473561128803,-0.18740735316335277,5
2446,0,1,1,0,1,0,5,3,1,-1,-1,0.6559147168666862,0.6032079481907441,-0.33122898319887967,0.0030453586487573913,15
8896,1,1,1,0,1,1,5,3,3,-1,-1,0.3386290945947289,1.0930262235796535,0.2530548063254898,0.3666368993809677,21
5062,0,1,1,0,1,1,5,2,9,1,0,0.22111590116067065,0.26465708137782123,1.3721068099908078,2.4269889635301594,21
5633,0,1,1,0,1,1,5,0,9,-1,-1,-0.22543423388875075,1.921395365781486,-0.004426185668300106,0.5051479625170479,29
1369,1,0,0,0,1,1,0,0,0,-1,-1,0.5031475654024105,-0.6789634197390486,-0.39064767365898506,-0.15277958737933273,21
10400,1,1,1,0,1,1,4,4,5,-1,-1,0.32687777525132306,-0.05948736557072183,-0.41045390381235347,0.626345142761118,13
17017,0,0,1,0,1,1,5,5,1,-1,-1,0.6089094394930629,0.35829881049628926,0.07479873494517372,0.17618418756885754,14
13275,0,0,0,0,1,0,0,0,0,-1,-1,0.45614228802878715,-0.5348992210952517,-0.7966753918030385,-0.533685011003553,19
9049,1,1,1,0,1,1,5,3,8,2,2,2.829908795396764,1.402764250663817,0.8868541712332805,1.0245644492773482,27
1459,0,1,1,0,1,1,5,0,0,-1,-1,0.2916238172211056,-0.31880292312955627,0.9165635164633332,0.3666368993809677,29
210,0,1,1,0,1,0,4,4,5,-1,-1,-0.072667082424475,-0.15312909468918984,0.06489561986848949,-0.533685011003553,23
10294,0,1,1,0,1,0,5,4,5,-1,-1,-0.072667082424475,1.1794647427659317,0.14412054048196332,-0.533685011003553,3
13192,1,1,1,0,1,1,5,5,0,-1,-1,2.3246020636303135,1.2370904222234504,0.26295792140217406,2.1499668372579994,29
2152,1,1,1,0,1,0,5,5,9,-1,-1,-0.3546987466662148,-0.8662468779759847,-0.12326356658851086,-0.412487830759483,14
14703,0,1,1,0,1,0,5,3,0,-1,-1,1.7252847771166164,0.09898325293745479,0.15402365555864755,-0.533685011003553,29
14284,0,0,1,0,1,0,1,0,0,-1,-1,-0.5192172174738964,-0.9094661375691236,-0.7966753918030385,-0.533685011003553,29
12672,0,0,0,0,1,1,0,1,5,-1,-1,0.45614228802878715,-0.6213377402815299,-0.6184193204227223,-0.37786006497546293,24
964,1,0,1,0,1,1,5,4,9,-1,-1,-0.4604606207568673,0.2718602913100111,-0.024232415821668563,-0.533685011003553,29
14756,0,0,1,0,1,1,3,0,9,-1,-1,-0.9657673525233178,-1.0031078666875917,-0.6184193204227223,-0.481743362327523,25
17096,0,0,0,0,1,0,0,0,0,-1,-1,0.18586194313045318,0.47355016941132677,-0.7966753918030385,-0.533685011003553,12
6166,0,1,1,0,1,1,5,4,5,-1,-1,-0.6484817302513605,-1.1111560156704394,0.14412054048196332,0.660972908545138,8
8635,0,0,0,0,1,0,0,0,0,-1,-1,-0.4839632594436789,-0.3620221827226954,-0.41045390381235347,1.5439809360376486,29
4634,0,0,0,0,1,0,0,0,0,-1,-1,1.1729727679765425,-0.8446372481794151,1.075013357690281,-0.533685011003553,2
3668,0,0,0,0,0,1,0,0,0,-1,-1,-1.083280545957376,-0.9670918170266425,-0.11336045151182662,-0.481743362327523,8
7009,1,1,1,0,1,0,0,2,9,-1,-1,-0.2959421499491857,-0.426851072112404,0.2728610364788583,-0.533685011003553,21
12016,0,1,1,0,1,0,5,0,9,-1,-1,0.22111590116067065,-1.0103110766197816,-0.2520040625854058,-0.533685011003553,29
1532,1,0,0,0,1,1,0,0,0,-1,-1,-0.4604606207568673,-0.9742950269588323,0.5402451435493325,-0.533685011003553,29
16017,1,1,1,0,1,1,5,5,9,1,1,3.34696684650662,0.19982819198811264,3.679532622858233,-0.533685011003553,29
657,0,0,1,0,1,0,5,0,0,-1,-1,0.2093645818172648,0.48075337934351664,0.9561759767700702,2.184594603042019,27
57,1,0,1,0,1,1,0,0,9,-1,-1,2.3951099796907482,-0.4124446522480243,1.9365843693618088,2.305791783286089,23
6331,0,1,1,0,0,1,3,0,0,-1,-1,1.2199780453501659,-0.988701446823212,1.3622036949141234,-0.533685011003553,0
11816,0,0,1,0,1,0,4,2,0,3,3,0.40913701065516384,0.1782185621915431,-0.6283224354994066,-0.3432322991914429,5
4946,1,1,1,0,1,0,5,4,9,-1,-1,0.7969305489875561,0.09178004300526495,1.2631725441472812,-0.014268524243252622,29
14221,1,1,1,0,1,1,5,5,9,-1,-1,0.6441633975232803,-0.1027066251638609,-0.3114227530455112,-0.533685011003553,28
1344,1,0,0,1,1,1,0,0,0,-1,-1,-1.012772629896941,-0.8806532978403643,-0.4797757093491431,-0.32591841629943286,21
15815,1,0,0,0,1,1,5,0,0,-1,-1,-0.4604606207568673,0.6752400475126425,-0.2123916022786689,0.7302284401131781,16
15650,1,1,1,0,1,1,3,5,0,-1,-1,-0.6954870076249838,-0.030674525841962442,-0.13316668166519507,2.1153390714739793,9
4941,1,1,0,0,1,1,5,0,9,-1,-1,0.0683487496963949,0.1638121423271634,-0.03413553089835279,-0.533685011003553,29
10304,1,0,1,0,1,1,5,1,5,-1,-1,-0.17842895651512744,-0.023471315909772597,1.6692002622913347,0.2454397191368976,3
13040,1,1,1,0,1,0,5,5,6,-1,-1,-0.8482541590892595,0.5167694290044659,0.18373300078870025,0.7302284401131781,29
15433,1,0,0,0,1,0,0,0,0,-1,-1,-0.22543423388875075,-0.239567613875468,0.3718921872457006,-0.533685011003553,11
13548,0,0,0,0,0,0,0,0,0,-1,-1,-1.083280545957376,-0.9814982368910221,-0.7966753918030385,-0.533685011003553,3
8014,1,1,0,0,1,1,5,0,0,-1,-1,3.8640248976164764,-0.16753551455356952,-0.23219783243203737,-0.533685011003553,29
11613,0,1,1,0,1,1,5,3,1,0,0,0.45614228802878715,-0.1027066251638609,-0.6976442410361962,-0.3605461820834529,29
8175,0,0,0,0,0,0,5,0,0,-1,-1,-1.083280545957376,-0.570915270756201,1.5701691115244922,-0.5163711281115431,26
7058,0,0,0,0,1,1,0,0,0,-1,-1,-0.26068819191896825,1.0426037540543247,0.3916984173990691,0.10692865600081748,28
14449,1,1,1,0,1,0,5,0,0,-1,-1,0.2798724978776998,0.552785478665415,0.29266726663222675,1.0765060979533783,20
15206,1,1,1,0,1,1,5,5,0,-1,-1,0.18586194313045318,-0.8158244084506557,0.46102022293585865,0.712914557221168,11
17554,0,0,1,1,0,0,5,4,5,0,0,-1.083280545957376,-0.333209342993936,-0.30151963796882697,0.626345142761118,26
11939,0,0,0,0,1,0,0,0,0,-1,-1,-1.083280545957376,-0.31159971319736646,-0.7966753918030385,-0.533685011003553,11
8005,0,1,1,0,1,0,5,6,9,-1,-1,-0.072667082424475,1.7917375870020686,-0.35103521335224813,-0.533685011003553,26
15472,1,1,0,0,1,0,2,3,0,-1,-1,3.264707611102779,0.23584424164906187,-0.7174504711895646,-0.533685011003553,26
14546,0,0,0,0,0,0,5,0,0,-1,-1,-0.7072383269683896,-0.05948736557072183,0.3124734967855952,-0.533685011003553,26
10743,0,1,1,0,1,0,5,4,5,-1,-1,-0.072667082424475,-0.145925884757,0.054992504791805265,-0.533685011003553,23
10003,0,0,0,0,1,0,0,0,0,-1,-1,0.6559147168666862,-0.570915270756201,0.1045080801752264,1.2842726926574985,6
6227,0,1,1,0,1,0,5,4,0,-1,-1,-0.19018027585853325,-0.5204928012308719,-0.26190717766209004,0.8514256203572481,11
9833,1,1,1,0,1,1,5,6,12,-1,-1,-0.15492631782831578,-0.10990983509605075,-0.23219783243203737,6.062904370852262,26
15691,0,1,1,0,1,1,4,3,9,0,0,0.09185138838320656,0.3150795509031502,-0.12326356658851086,1.2842726926574985,29
1542,0,1,1,0,1,1,5,1,0,-1,-1,-1.083280545957376,3.7077914289645677,-0.7966753918030385,-0.533685011003553,29
3775,0,0,0,0,1,0,0,0,0,-1,-1,-0.6954870076249838,-1.1471720653313886,-0.7966753918030385,-0.533685011003553,9
13695,1,1,1,0,1,1,5,1,0,-1,-1,0.4913962460590046,-0.9670918170266425,-0.5689037450393012,-0.533685011003553,1
15099,0,1,1,0,1,0,5,0,9,-1,-1,1.819295331863863,0.9705716547324262,-0.7966753918030385,-0.533685011003553,21
3861,1,1,1,0,1,0,5,4,9,-1,-1,2.571379769841836,-1.0967495958060598,-0.15297291181856354,-0.533685011003553,19
16483,0,1,1,0,1,0,5,5,9,-1,-1,1.4550044322182825,0.09898325293745479,-0.44016324904240617,-0.32591841629943286,9
12424,0,0,1,0,0,0,5,3,9,0,0,-1.083280545957376,-0.2107547741467086,-0.6382255505760908,-0.464429479435513,8
15167,1,0,1,0,1,0,5,0,0,-1,-1,-0.22543423388875075,-0.31880292312955627,0.995788437076807,-0.533685011003553,11
6945,1,0,0,0,0,1,0,0,0,-1,-1,-1.083280545957376,-0.801417988586276,-0.46987259427245887,0.0030453586487573913,4
14640,0,1,1,0,0,0,5,0,9,-1,-1,-1.083280545957376,-0.09550341523167107,0.8571448260032278,-0.29129065051541286,20
2943,1,0,0,0,0,1,0,0,0,-1,-1,-1.083280545957376,-0.31159971319736646,1.035400897383544,-0.533685011003553,7
6848,1,1,1,0,1,1,5,4,9,-1,-1,-0.4839632594436789,0.048560783412125864,0.22334546109543715,-0.06621017291928266,29
15438,1,0,1,0,1,0,5,5,0,-1,-1,1.3022372807540066,0.6032079481907441,-0.7966753918030385,-0.533685011003553,29
7565,0,1,1,0,1,0,5,4,5,-1,-1,-0.072667082424475,0.40151807008942836,-0.12326356658851086,-0.533685011003553,13
3684,0,0,0,0,1,0,0,0,0,-1,-1,0.3621317332815406,-0.4484607019089735,-0.7966753918030385,-0.533685011003553,19
12344,1,1,1,0,1,0,5,3,9,-1,-1,-0.3899527046964323,-0.05948736557072183,-0.15297291181856354,-0.06621017291928266,29
152,0,1,1,0,1,0,5,5,9,0,0,0.05659743035298908,2.3751975915094463,1.7385220678281241,-0.37786006497546293,29
7188,0,1,1,0,1,1,2,3,1,2,1,0.40913701065516384,1.8061440068664483,0.4511171078591744,-0.533685011003553,21
12502,1,1,1,0,1,0,5,4,8,-1,-1,-0.26068819191896825,-0.5997281104849603,-0.51938816965588,1.3535282242255386,0
5140,0,0,0,0,0,1,0,0,0,-1,-1,0.26812117853429396,-0.7221826793321877,-0.7075473561128803,0.020359241540767407,7
10603,1,1,1,0,0,1,5,6,9,-1,-1,2.0073164413583564,-0.2107547741467086,0.6392762943161748,0.574403494085088,9
10050,0,1,1,0,1,1,5,5,9,-1,-1,-0.4252066627266498,-0.7293858892643775,-0.40055078873566924,-0.42980171365149294,7
4092,0,0,1,0,1,1,4,4,5,-1,-1,-0.19018027585853325,-0.8590436680437947,-0.22229471735535314,-0.533685011003553,3
1824,0,0,1,0,1,0,5,5,9,-1,-1,1.1729727679765425,0.5455822687332252,-0.08365110628177394,-0.533685011003553,2
8887,0,1,1,0,1,1,5,4,9,1,1,3.029681224234663,3.0306896953387223,-0.41045390381235347,1.5266670531456388,3
3999,0,1,1,0,1,1,5,3,9,-1,-1,2.6771416439324884,-0.4484607019089735,-0.1430697967418793,4.296888315867241,21
10826,1,0,0,0,1,0,5,0,0,-1,-1,0.5736554814628454,2.303165492187548,-0.7966753918030385,-0.533685011003553,29
7734,0,1,0,0,1,1,5,0,0,1,1,1.0672108938858902,2.872219076830546,-0.7966753918030385,-0.533685011003553,29
7290,0,0,1,0,1,1,5,0,0,-1,-1,0.5736554814628454,0.8913363454783378,-0.3411320982755639,-0.533685011003553,3
11026,0,1,1,0,1,1,3,4,3,-1,-1,-0.5897251335343313,-1.0607335461451104,-0.38074455858230083,-0.37786006497546293,14
10578,1,1,1,0,1,0,5,5,9,0,0,-0.002159166364040051,-1.08234317594168,-0.29161652289214274,1.5959225847136789,29
4373,0,0,0,0,0,1,0,0,0,-1,-1,-1.083280545957376,-0.8446372481794151,-0.36093832842893236,-0.533685011003553,14
818,0,0,1,0,1,1,5,0,0,3,3,-0.060915763081069184,-0.3404125529261258,-0.004426185668300106,3.11954427921056,28
2456,1,0,0,0,1,1,0,0,0,-1,-1,-0.19018027585853325,-0.4484607019089735,-0.2718102927387743,-0.1008379387033027,21
62,0,0,1,0,1,1,3,0,9,-1,-1,-0.9657673525233178,-1.0031078666875917,-0.6184193204227223,-0.481743362327523,25
3297,1,1,1,0,1,1,4,0,12,-1,-1,0.10360270772661238,-0.01626810597758275,0.07479873494517372,-0.533685011003553,21
1067,0,1,1,0,0,1,5,1,1,1,1,-1.083280545957376,-0.1171130450282406,-0.7966753918030385,-0.533685011003553,21
16782,0,1,1,0,1,1,5,5,9,1,1,-1.083280545957376,-1.1471720653313886,-0.19258537212530047,-0.533685011003553,9
9308,0,1,1,0,1,1,5,1,5,-1,-1,0.45614228802878715,-0.4556639118411634,-0.6976442410361962,-0.49905724521953304,24
3080,0,1,1,0,1,0,5,6,9,-1,-1,3.8992788556466937,-0.31880292312955627,1.075013357690281,-0.37786006497546293,13
8846,0,1,1,0,1,1,3,4,9,-1,-1,-0.9657673525233178,-0.9742950269588323,-0.5887099751926697,-0.481743362327523,25
903,0,1,1,0,0,0,5,3,3,1,1,-1.083280545957376,-0.9814982368910221,-0.5986130902693538,-0.29129065051541286,3
8662,1,1,1,0,0,1,5,5,9,-1,-1,-1.083280545957376,-1.0391239163485408,-0.024232415821668563,-0.3605461820834529,14
5725,1,0,0,0,1,1,0,0,0,-1,-1,0.12710534641342403,-0.37642860258707506,-0.7966753918030385,-0.533685011003553,7
1130,0,1,1,0,1,0,5,3,9,0,0,1.1612214486331367,1.0786198037152739,1.6097815718312292,0.1588703046768475,26
12664,0,1,1,0,1,1,5,5,9,-1,-1,-0.26068819191896825,0.5888015283263643,-0.7966753918030385,-0.533685011003553,7
1754,0,0,0,0,0,1,0,0,0,-1,-1,-1.083280545957376,-0.9310757673656932,-0.39064767365898506,-0.44711559654350297,26
3395,0,0,0,0,1,1,0,0,0,-1,-1,0.937946381108426,-0.5565088508918212,0.06489561986848949,0.21081195335287756,11
135,0,0,1,0,1,1,3,0,9,-1,-1,-0.9657673525233178,-1.0031078666875917,-0.6184193204227223,-0.481743362327523,25
4661,0,1,1,0,0,0,5,5,9,-1,-1,-1.083280545957376,-1.132765645467009,-0.6580317807294592,-0.533685011003553,8
6709,0,0,1,0,1,1,3,0,9,-1,-1,-0.9657673525233178,-1.0031078666875917,-0.6184193204227223,-0.481743362327523,25
10594,0,1,1,0,1,1,5,6,9,-1,-1,-0.2489368725755624,-0.009064896045392904,-0.05394176105172125,0.574403494085088,5
16172,0,0,1,0,0,0,5,0,0,-1,-1,-0.7072383269683896,-0.4628671217733532,-0.7966753918030385,-0.533685011003553,22
15735,1,1,1,0,1,1,5,4,9,-1,-1,1.008454297168861,-0.18914514435013907,0.054992504791805265,1.3535282242255386,28
5416,1,0,0,0,0,0,0,0,0,-1,-1,-1.083280545957376,0.696849677309212,1.0948195878436493,0.764856205897198,7
13763,1,1,0,0,1,1,0,0,0,-1,-1,1.7722900544902396,-1.0031078666875917,3.2735049047141795,-0.533685011003553,16
3210,0,1,0,0,1,1,5,1,5,-1,-1,0.45614228802878715,-0.4052414423158345,-0.6976442410361962,-0.49905724521953304,24
9724,0,1,1,0,1,0,5,5,0,-1,-1,-0.10792104045469249,0.6464272077838831,-0.7966753918030385,-0.533685011003553,15
11394,1,1,1,0,1,0,5,4,5,-1,-1,1.678279499742993,0.4447373296825674,-0.014329300744984336,-0.533685011003553,21
13419,1,1,1,0,1,1,4,3,0,-1,-1,0.26812117853429396,0.5888015283263643,-0.024232415821668563,-0.533685011003553,18
6274,1,1,1,0,1,1,5,4,1,1,1,0.6441633975232803,0.1782185621915431,0.6986949847762801,1.3881559900095586,29
9492,0,1,1,0,1,0,5,4,1,-1,-1,-0.2019315952019391,-0.39083502245145474,-0.5887099751926697,0.21081195335287756,29
17647,0,1,1,0,0,0,5,0,0,-1,-1,-1.083280545957376,-0.3620221827226954,-0.44016324904240617,-0.1008379387033027,5
14465,0,1,1,0,1,0,2,4,1,-1,-1,-0.2841908306057799,-0.1027066251638609,-0.18268225704861624,-0.533685011003553,21
8301,0,1,1,0,0,0,5,4,5,2,2,-1.083280545957376,0.8048978262920597,-0.7966753918030385,-0.3432322991914429,27
5894,0,0,0,0,0,0,5,0,0,-1,-1,-1.083280545957376,0.2214378217846822,-0.3114227530455112,-0.533685011003553,3
228,0,1,1,0,1,1,5,3,5,-1,-1,0.09185138838320656,-0.6501505800102892,-0.1430697967418793,0.5917173769770979,6
